web_scraper_order,web_scraper_start_url,Nom,Prix,Adresse,Image_lien
"1767365255-707","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Spizt","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671563_uploaded_image1_1765674976.jpg"
"1767365255-708","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots labradors","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5667947_uploaded_image1_1765469989.jpg"
"1767365255-709","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","350 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5664078_uploaded_image1_1765299555.jpg"
"1767365255-710","https://sn.coinafrique.com/categorie/chiens?page=1","Berger malinois charbonner","250CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5649558_uploaded_image1_1764572984.jpg"
"1767365255-711","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon Maltais","100 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5644579_uploaded_image1_1764272051.jpg"
"1767365255-712","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Labradors Retriever","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5640905_uploaded_image1_1764096718.jpg"
"1767365255-713","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Malinois","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5628892_uploaded_image1_1763507006.jpg"
"1767365255-714","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Malinois","150 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5628715_uploaded_image1_1763500388.jpg"
"1767365255-715","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","350 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5621149_uploaded_image1_1763076045.jpg"
"1767365255-716","https://sn.coinafrique.com/categorie/chiens?page=1","Parfum Presa Canario","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5617572_uploaded_image1_1762928156.jpg"
"1767365255-717","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Malinois","125 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5616738_uploaded_image1_1762882607.jpg"
"1767365255-718","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Border Collie","140 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5616729_uploaded_image1_1762882207.jpg"
"1767365255-719","https://sn.coinafrique.com/categorie/chiens?page=1","Berger Belge Malinois","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5616008_uploaded_image1_1762860338.jpg"
"1767365255-720","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot","60 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5613212_uploaded_image1_1762713775.jpg"
"1767365255-721","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Pitbull Tricolor","120 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5610458_uploaded_image1_1762521942.jpg"
"1767365255-722","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Labrador","400 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5603738_uploaded_image1_1762199868.jpg"
"1767365255-723","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon maltais","125 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5601862_uploaded_image1_1762106679.jpg"
"1767365255-724","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Pitbull","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_5599056_uploaded_image1_1761928314.jpg"
"1767365255-725","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot American","170CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5579814_uploaded_image1_1760778039.jpg"
"1767365255-726","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","250 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5575546_uploaded_image1_1760547251.jpg"
"1767365255-727","https://sn.coinafrique.com/categorie/chiens?page=1","Bichon Maltais frisé","150 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5572179_uploaded_image1_1760379385.jpg"
"1767365255-728","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Presa Canario","650 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5565180_uploaded_image1_1759957391.jpg"
"1767365255-729","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","300 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5563010_uploaded_image1_1759844917.jpg"
"1767365255-730","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky Sibérien vacciné","400 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5560240_uploaded_image1_1759709034.jpg"
"1767365255-731","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","130 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5560003_uploaded_image1_1759693627.jpg"
"1767365255-732","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Labrador","450 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5550994_uploaded_image1_1759258475.jpg"
"1767365255-733","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Golden Retriever","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5540468_uploaded_image1_1758664107.jpg"
"1767365255-734","https://sn.coinafrique.com/categorie/chiens?page=1","Croquettes pour chiens","28 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5537867_uploaded_image1_1758544788.jpg"
"1767365255-735","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon nain","200 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5530652_uploaded_image1_1758128841.jpg"
"1767365255-736","https://sn.coinafrique.com/categorie/chiens?page=1","Husky pur sang femelle","250 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5528570_uploaded_image1_1758035685.jpg"
"1767365255-737","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot pitbull","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5528346_uploaded_image1_1758029532.jpg"
"1767365255-738","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot pitbull","100 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5528337_uploaded_image1_1758029337.jpg"
"1767365255-739","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Boerboel","375 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524708_uploaded_image1_1757840142.jpg"
"1767365255-740","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot  Husky","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524610_uploaded_image1_1757831632.jpg"
"1767365255-741","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","250 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5524392_uploaded_image1_1757805590.jpg"
"1767365255-742","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon","200 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5521237_uploaded_image1_1757636811.jpg"
"1767365255-743","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot","100 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5516813_uploaded_image1_1757429045.jpg"
"1767365255-744","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Pitbull","150CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5512296_uploaded_image1_1757182867.jpg"
"1767365255-745","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5507784_uploaded_image1_1756958536.jpg"
"1767365255-746","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Malinois","250CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5506845_uploaded_image1_1756907976.jpg"
"1767365255-747","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Bichons Havanais","130 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5498808_uploaded_image1_1756485463.jpg"
"1767365255-748","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","200 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5492262_uploaded_image1_1756135491.jpg"
"1767365255-749","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5491012_uploaded_image1_1756047419.jpg"
"1767365255-750","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand grand gabarit","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5490358_uploaded_image1_1755989245.jpg"
"1767365255-751","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Labradors","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5489586_uploaded_image1_1755947226.jpg"
"1767365255-752","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Labradors","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5489540_uploaded_image1_1755946028.jpg"
"1767365255-753","https://sn.coinafrique.com/categorie/chiens?page=1","Chien  bichons","450 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5489184_uploaded_image1_1755926050.jpg"
"1767365255-754","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5487110_uploaded_image1_1755815195.jpg"
"1767365255-755","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","400 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5486097_uploaded_image1_1755778960.jpg"
"1767365255-756","https://sn.coinafrique.com/categorie/chiens?page=1","Bichon noir","130 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5482763_uploaded_image1_1755623884.jpg"
"1767365255-757","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","300 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5480457_uploaded_image1_1755508783.jpg"
"1767365255-758","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon","200 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5474603_uploaded_image2_1755135509.jpeg"
"1767365255-759","https://sn.coinafrique.com/categorie/chiens?page=1","bichons mâle","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5431028_uploaded_image1_1752941357.jpg"
"1767365255-760","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Malinois","150 000CFA","Sipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_5468013_uploaded_image1_1754773485.jpg"
"1767365255-761","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand","250 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5467125_uploaded_image1_1754733559.jpg"
"1767365255-762","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","150 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_5466408_uploaded_image1_1754682101.jpg"
"1767365255-763","https://sn.coinafrique.com/categorie/chiens?page=1","Chat siamois","100 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5465444_uploaded_image1_1754649176.jpg"
"1767365255-764","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Hamster syrien","5 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5465432_uploaded_image1_1754648750.jpg"
"1767365255-765","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Spizt","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5464950_uploaded_image1_1754612259.jpg"
"1767365255-766","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5463591_uploaded_image1_1754561119.jpg"
"1767365255-767","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger allemend","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5463584_uploaded_image1_1754560979.jpg"
"1767365255-768","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger allemend","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5463567_uploaded_image1_1754560541.jpg"
"1767365255-769","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Malinois","300 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5462776_uploaded_image1_1754507012.jpg"
"1767365255-770","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","350 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5456601_uploaded_image1_1754217248.jpg"
"1767365255-771","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots malinois de parents importés de bordeaux france","250 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5455656_uploaded_image1_1754152274.jpg"
"1767365255-772","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","290 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5453153_uploaded_image1_1754039656.jpg"
"1767365255-773","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","120 000CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_5443216_uploaded_image1_1753548558.jpg"
"1767365255-774","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand","150 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5439144_uploaded_image1_1753362359.jpg"
"1767365255-775","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon maltes","180 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5435956_uploaded_image1_1753216215.jpg"
"1767365255-776","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger allemand","180 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5429666_uploaded_image1_1752845223.jpg"
"1767365255-777","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","150 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5387119_uploaded_image2_1750623407.jpeg"
"1767365255-778","https://sn.coinafrique.com/categorie/chiens?page=1","Bichon maltaise","150 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5386842_uploaded_image1_1750611237.jpg"
"1767365255-779","https://sn.coinafrique.com/categorie/chiens?page=1","Chien Boerboell","650 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5386827_uploaded_image1_1750610656.jpg"
"1767365255-780","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand","170CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5425744_uploaded_image1_1752657035.jpg"
"1767365255-781","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Cane Corso","400 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5400421_uploaded_image1_1751373309.jpg"
"1767365255-782","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","300 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5397542_uploaded_image1_1751222051.jpg"
"1767365255-783","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_5397530_uploaded_image1_1751220841.jpg"
"1767365255-784","https://sn.coinafrique.com/categorie/chiens?page=1","Berger Malinois Métis","200 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5389289_uploaded_image1_1750742046.jpg"
